"type","council","fmp","fmp_short","stock_orig","stock","stock_type","comm_name","area","overfishing","overfished","overfished_close","mgmt_action","rebuilding_progress","bbmsy","points"
"Non-FSSI","CFMC","Reef Fish Fishery of Puerto Rico and the U.S. Virgin Islands","Reef Fish","St. Thomas / St. John Jacks Complex","St. Thomas / St. John - Jacks Complex","stock complex","St. Thomas / St. John","Jacks Complex","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","CFMC","Reef Fish Fishery of Puerto Rico and the U.S. Virgin Islands","Reef Fish","St. Thomas / St. John Scups and Porgies Complex","St. Thomas / St. John - Scups and Porgies Complex","stock complex","St. Thomas / St. John","Scups and Porgies Complex","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","CFMC","Reef Fish Fishery of Puerto Rico and the U.S. Virgin Islands","Reef Fish","St. Thomas / St. John Surgeonfishes Complex","St. Thomas / St. John - Surgeonfishes Complex","stock complex","St. Thomas / St. John","Surgeonfishes Complex","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","CFMC","Reef Fish Fishery of Puerto Rico and the U.S. Virgin Islands","Reef Fish","St. Thomas / St. John Triggerfishes and Filefishes Complex","St. Thomas / St. John - Triggerfishes and Filefishes Complex","stock complex","St. Thomas / St. John","Triggerfishes and Filefishes Complex","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","CFMC","Reef Fish Fishery of Puerto Rico and the U.S. Virgin Islands","Reef Fish","St. Thomas / St. John Wrasses Complex","St. Thomas / St. John - Wrasses Complex","stock complex","St. Thomas / St. John","Wrasses Complex","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","GMFMC","Coral and Coral Reefs of the Gulf of Mexico","Corals","Black corals (Antipatharia) - Gulf of Mexico","Black corals (Antipatharia) - Gulf of Mexico","stock","Black corals (Antipatharia)","Gulf of Mexico","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","GMFMC","Coral and Coral Reefs of the Gulf of Mexico","Corals","Fire corals (Milleporidae) - Gulf of Mexico","Fire corals (Milleporidae) - Gulf of Mexico","stock","Fire corals (Milleporidae)","Gulf of Mexico","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","GMFMC","Coral and Coral Reefs of the Gulf of Mexico","Corals","Hydrocorals (Stylasteridae) - Gulf of Mexico","Hydrocorals (Stylasteridae) - Gulf of Mexico","stock","Hydrocorals (Stylasteridae)","Gulf of Mexico","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","GMFMC","Coral and Coral Reefs of the Gulf of Mexico","Corals","Sea fans (Gorgonia spp.) - Gulf of Mexico","Sea fans (Gorgonia spp.) - Gulf of Mexico","stock","Sea fans (Gorgonia spp.)","Gulf of Mexico","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","GMFMC","Coral and Coral Reefs of the Gulf of Mexico","Corals","Stony corals (Scleractinia) - Gulf of Mexico","Stony corals (Scleractinia) - Gulf of Mexico","stock","Stony corals (Scleractinia)","Gulf of Mexico","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","GMFMC","Red Drum Fishery of the Gulf of Mexico","Red Drum","Red drum - Gulf of Mexico","Red drum - Gulf of Mexico","stock","Red drum","Gulf of Mexico","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","GMFMC","Reef Fish Resources of the Gulf of Mexico","Reef Fish","Cubera snapper - Gulf of Mexico","Cubera snapper - Gulf of Mexico","stock","Cubera snapper","Gulf of Mexico","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","GMFMC","Reef Fish Resources of the Gulf of Mexico","Reef Fish","Gulf of Mexico Deep Water Grouper Complex","Gulf of Mexico - Deep Water Grouper Complex","stock complex","Gulf of Mexico","Deep Water Grouper Complex","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","GMFMC","Reef Fish Resources of the Gulf of Mexico","Reef Fish","Gulf of Mexico Jacks Complex","Gulf of Mexico - Jacks Complex","stock complex","Gulf of Mexico","Jacks Complex","Yes","Unknown","Unknown","Reduce Mortality","NA",NA,NA
"Non-FSSI","GMFMC","Reef Fish Resources of the Gulf of Mexico","Reef Fish","Gulf of Mexico Mid-Water Snapper Complex","Gulf of Mexico - Mid-Water Snapper Complex","stock complex","Gulf of Mexico","Mid-Water Snapper Complex","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","GMFMC","Reef Fish Resources of the Gulf of Mexico","Reef Fish","Gulf of Mexico Shallow Water Grouper Complex","Gulf of Mexico - Shallow Water Grouper Complex","stock complex","Gulf of Mexico","Shallow Water Grouper Complex","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","GMFMC","Reef Fish Resources of the Gulf of Mexico","Reef Fish","Gulf of Mexico Tilefishes Complex","Gulf of Mexico - Tilefishes Complex","stock complex","Gulf of Mexico","Tilefishes Complex","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","MAFMC","Mackerel, Squid and Butterfish","Mackerel, Squid and Butterfish","Atlantic chub mackerel - Mid-Atlantic Coast","Atlantic chub mackerel - Mid-Atlantic Coast","stock","Atlantic chub mackerel","Mid-Atlantic Coast","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","MAFMC","Tilefish","Tilefish","Blueline tilefish - Mid-Atlantic Coast","Blueline tilefish - Mid-Atlantic Coast","stock","Blueline tilefish","Mid-Atlantic Coast","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","NEFMC","Deep-Sea Red Crab","Deep-Sea Red Crab","Red deepsea crab - Northwestern Atlantic","Red deepsea crab - Northwestern Atlantic","stock","Red deepsea crab","Northwestern Atlantic","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","NEFMC","Northeast Multispecies","Multispecies","Atlantic wolffish - Gulf of Maine / Georges Bank","Atlantic wolffish - Gulf of Maine / Georges Bank","stock","Atlantic wolffish","Gulf of Maine / Georges Bank","No","Yes","NA","Continue Rebuilding","Year 11 of plan",NA,NA
"Non-FSSI","NEFMC","Northeast Multispecies","Multispecies","Ocean pout - Northwestern Atlantic Coast","Ocean pout - Northwestern Atlantic Coast","stock","Ocean pout","Northwestern Atlantic Coast","No","Yes","NA","Continue Rebuilding","Year 2 of 10-year plan",NA,NA
"Non-FSSI","NEFMC","Northeast Multispecies","Multispecies","Offshore hake - Northwestern Atlantic Coast","Offshore hake - Northwestern Atlantic Coast","stock","Offshore hake","Northwestern Atlantic Coast","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","NEFMC","Northeast Multispecies","Multispecies","Red hake - Gulf of Maine / Northern Georges Bank","Red hake - Gulf of Maine / Northern Georges Bank","stock","Red hake","Gulf of Maine / Northern Georges Bank","No","No","No","NA","NA",NA,NA
"Non-FSSI","NEFMC","Northeast Multispecies","Multispecies","Windowpane - Gulf of Maine / Georges Bank","Windowpane - Gulf of Maine / Georges Bank","stock","Windowpane","Gulf of Maine / Georges Bank","No","Yes","NA","Continue Rebuilding","Year 2 of 10-year plan",NA,NA
"Non-FSSI","NEFMC","Northeast Multispecies","Multispecies","Windowpane - Southern New England / Mid-Atlantic","Windowpane - Southern New England / Mid-Atlantic","stock","Windowpane","Southern New England / Mid-Atlantic","No","No","No","NA","NA",NA,NA
"Non-FSSI","NEFMC","Northeast Multispecies","Multispecies","Yellowtail flounder - Georges Bank","Yellowtail flounder - Georges Bank","stock","Yellowtail flounder","Georges Bank","Yes","Yes","NA","Reduce Mortality, Continue Rebuilding","Year 15 of 26-year plan",NA,NA
"Non-FSSI","NEFMC","Northeast Skate Complex","Skate Complex","Barndoor skate - Georges Bank / Southern New England","Barndoor skate - Georges Bank / Southern New England","stock","Barndoor skate","Georges Bank / Southern New England","No","No","No","NA","NA",NA,NA
"Non-FSSI","NEFMC","Northeast Skate Complex","Skate Complex","Clearnose skate - Southern New England / Mid-Atlantic","Clearnose skate - Southern New England / Mid-Atlantic","stock","Clearnose skate","Southern New England / Mid-Atlantic","No","No","No","NA","NA",NA,NA
"Non-FSSI","NEFMC","Northeast Skate Complex","Skate Complex","Rosette skate - Southern New England / Mid-Atlantic","Rosette skate - Southern New England / Mid-Atlantic","stock","Rosette skate","Southern New England / Mid-Atlantic","No","No","No","NA","NA",NA,NA
"Non-FSSI","NEFMC","Northeast Skate Complex","Skate Complex","Smooth skate - Gulf of Maine","Smooth skate - Gulf of Maine","stock","Smooth skate","Gulf of Maine","No","No","No","NA","NA",NA,NA
"Non-FSSI","NEFMC","Northeast Skate Complex","Skate Complex","Thorny skate - Gulf of Maine","Thorny skate - Gulf of Maine","stock","Thorny skate","Gulf of Maine","No","Yes","NA","Continue Rebuilding","Year 18 of 25-year plan",NA,NA
"Non-FSSI","NPFMC","Bering Sea/Aleutian Islands King and Tanner Crabs","King and Tanner Crabs","Blue king crab - Pribilof Islands","Blue king crab - Pribilof Islands","stock","Blue king crab","Pribilof Islands","No","Yes","NA","Continue Rebuilding","Year 6 of plan",NA,NA
"Non-FSSI","NPFMC","Bering Sea/Aleutian Islands King and Tanner Crabs","King and Tanner Crabs","Blue king crab - Saint Matthew Island","Blue king crab - Saint Matthew Island","stock","Blue king crab","Saint Matthew Island","No","Yes","NA","Continue Rebuilding","Year 1 of 26-year plan",NA,NA
"Non-FSSI","NPFMC","Bering Sea/Aleutian Islands King and Tanner Crabs","King and Tanner Crabs","Golden king crab - Pribilof Islands","Golden king crab - Pribilof Islands","stock","Golden king crab","Pribilof Islands","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","NPFMC","Bering Sea/Aleutian Islands King and Tanner Crabs","King and Tanner Crabs","Red king crab - Western Aleutian Islands","Red king crab - Western Aleutian Islands","stock","Red king crab","Western Aleutian Islands","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","NPFMC","Fish Resources of the Arctic Management Area","Arctic Fish","Arctic cod - Arctic Management Area","Arctic cod - Arctic Management Area","stock","Arctic cod","Arctic Management Area","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","NPFMC","Fish Resources of the Arctic Management Area","Arctic Fish","Saffron cod - Arctic Management Area","Saffron cod - Arctic Management Area","stock","Saffron cod","Arctic Management Area","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","NPFMC","Fish Resources of the Arctic Management Area","Arctic Fish","Snow crab - Arctic Management Area","Snow crab - Arctic Management Area","stock","Snow crab","Arctic Management Area","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","BSAI Groundfish","Bering Sea / Aleutian Islands Blackspotted and Rougheye Rockfish Complex","Bering Sea / Aleutian Islands - Blackspotted and Rougheye Rockfish Complex","stock complex","Bering Sea / Aleutian Islands","Blackspotted and Rougheye Rockfish Complex","No","No","No","NA","NA",NA,NA
"Non-FSSI","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","BSAI Groundfish","Bering Sea / Aleutian Islands Octopus Complex","Bering Sea / Aleutian Islands - Octopus Complex","stock complex","Bering Sea / Aleutian Islands","Octopus Complex","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","BSAI Groundfish","Bering Sea / Aleutian Islands Other Flatfish Complex","Bering Sea / Aleutian Islands - Other Flatfish Complex","stock complex","Bering Sea / Aleutian Islands","Other Flatfish Complex","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","BSAI Groundfish","Bering Sea / Aleutian Islands Other Rockfish Complex","Bering Sea / Aleutian Islands - Other Rockfish Complex","stock complex","Bering Sea / Aleutian Islands","Other Rockfish Complex","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","BSAI Groundfish","Bering Sea / Aleutian Islands Shark Complex","Bering Sea / Aleutian Islands - Shark Complex","stock complex","Bering Sea / Aleutian Islands","Shark Complex","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","BSAI Groundfish","Shortraker rockfish - Bering Sea / Aleutian Islands","Shortraker rockfish - Bering Sea / Aleutian Islands","stock","Shortraker rockfish","Bering Sea / Aleutian Islands","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","NPFMC","Groundfish of the Gulf of Alaska","GOA Groundfish","Atka mackerel - Gulf of Alaska","Atka mackerel - Gulf of Alaska","stock","Atka mackerel","Gulf of Alaska","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","NPFMC","Groundfish of the Gulf of Alaska","GOA Groundfish","Big skate - Gulf of Alaska","Big skate - Gulf of Alaska","stock","Big skate","Gulf of Alaska","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","NPFMC","Groundfish of the Gulf of Alaska","GOA Groundfish","Gulf of Alaska Deepwater Flatfish Complex","Gulf of Alaska - Deepwater Flatfish Complex","stock complex","Gulf of Alaska","Deepwater Flatfish Complex","No","No","No","NA","NA",NA,NA
"Non-FSSI","NPFMC","Groundfish of the Gulf of Alaska","GOA Groundfish","Gulf of Alaska Octopus Complex","Gulf of Alaska - Octopus Complex","stock complex","Gulf of Alaska","Octopus Complex","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","NPFMC","Groundfish of the Gulf of Alaska","GOA Groundfish","Gulf of Alaska Other Rockfish Complex","Gulf of Alaska - Other Rockfish Complex","stock complex","Gulf of Alaska","Other Rockfish Complex","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","NPFMC","Groundfish of the Gulf of Alaska","GOA Groundfish","Gulf of Alaska Shark Complex","Gulf of Alaska - Shark Complex","stock complex","Gulf of Alaska","Shark Complex","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","NPFMC","Groundfish of the Gulf of Alaska","GOA Groundfish","Gulf of Alaska Skate Complex","Gulf of Alaska - Skate Complex","stock complex","Gulf of Alaska","Skate Complex","No","Unknown","No","NA","NA",NA,NA
"Non-FSSI","NPFMC","Groundfish of the Gulf of Alaska","GOA Groundfish","Longnose skate - Gulf of Alaska","Longnose skate - Gulf of Alaska","stock","Longnose skate","Gulf of Alaska","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","NPFMC","Salmon Fisheries in the EEZ off the Coast of Alaska","Salmon","Alaska Coho Salmon Assemblage","Alaska Coho Salmon Assemblage","stock","Alaska Coho Salmon Assemblage",NA,"No","No","No","NA","NA",NA,NA
"Non-FSSI","NPFMC","Salmon Fisheries in the EEZ off the Coast of Alaska","Salmon","Chinook salmon - Eastern North Pacific Far North Migrating","Chinook salmon - Eastern North Pacific Far North Migrating","stock","Chinook salmon","Eastern North Pacific Far North Migrating","No","No","No","NA","NA",NA,NA
"Non-FSSI","NPFMC","Scallop Fishery off Alaska","Scallop","Weathervane scallop - Alaska","Weathervane scallop - Alaska","stock","Weathervane scallop","Alaska","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","PFMC","Coastal Pelagic Species","Coastal Pelagic Species","Jack mackerel - Pacific Coast","Jack mackerel - Pacific Coast","stock","Jack mackerel","Pacific Coast","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","PFMC","Coastal Pelagic Species","Coastal Pelagic Species","Krill (Euphausiacea) - Pacific Coast","Krill (Euphausiacea) - Pacific Coast","stock","Krill (Euphausiacea)","Pacific Coast","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","PFMC","Coastal Pelagic Species","Coastal Pelagic Species","Northern anchovy - Northern Pacific Coast","Northern anchovy - Northern Pacific Coast","stock","Northern anchovy","Northern Pacific Coast","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","PFMC","Coastal Pelagic Species","Coastal Pelagic Species","Opalescent inshore squid - Pacific Coast","Opalescent inshore squid - Pacific Coast","stock","Opalescent inshore squid","Pacific Coast","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Groundfish","Groundfish","Black rockfish - Washington","Black rockfish - Washington","stock","Black rockfish","Washington","No","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Groundfish","Groundfish","China rockfish - Central Pacific Coast","China rockfish - Central Pacific Coast","stock","China rockfish","Central Pacific Coast","Unknown","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Groundfish","Groundfish","China rockfish - Northern Pacific Coast","China rockfish - Northern Pacific Coast","stock","China rockfish","Northern Pacific Coast","Unknown","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Groundfish","Groundfish","China rockfish - Southern Pacific Coast","China rockfish - Southern Pacific Coast","stock","China rockfish","Southern Pacific Coast","Unknown","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Groundfish","Groundfish","Copper rockfish - Pacific Coast","Copper rockfish - Pacific Coast","stock","Copper rockfish","Pacific Coast","Unknown","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Groundfish","Groundfish","Greenspotted rockfish - Pacific Coast","Greenspotted rockfish - Pacific Coast","stock","Greenspotted rockfish","Pacific Coast","Unknown","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Groundfish","Groundfish","Greenstriped rockfish - Pacific Coast","Greenstriped rockfish - Pacific Coast","stock","Greenstriped rockfish","Pacific Coast","Unknown","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Groundfish","Groundfish","Minor Nearshore Rockfish North","Minor Nearshore Rockfish North","stock","Minor Nearshore Rockfish North",NA,"No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Groundfish","Groundfish","Minor Nearshore Rockfish South","Minor Nearshore Rockfish South","stock","Minor Nearshore Rockfish South",NA,"No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Groundfish","Groundfish","Minor Shelf Rockfish North","Minor Shelf Rockfish North","stock","Minor Shelf Rockfish North",NA,"No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Groundfish","Groundfish","Minor Shelf Rockfish South","Minor Shelf Rockfish South","stock","Minor Shelf Rockfish South",NA,"No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Groundfish","Groundfish","Minor Slope Rockfish North","Minor Slope Rockfish North","stock","Minor Slope Rockfish North",NA,"No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Groundfish","Groundfish","Minor Slope Rockfish South","Minor Slope Rockfish South","stock","Minor Slope Rockfish South",NA,"No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Groundfish","Groundfish","Other Fish","Other Fish","stock","Other Fish",NA,"No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Groundfish","Groundfish","Other Flatfish","Other Flatfish","stock","Other Flatfish",NA,"No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Groundfish","Groundfish","Pacific Coast Blackspotted and Rougheye Rockfish Complex","Pacific Coast Blackspotted and Rougheye Rockfish Complex","stock complex","Pacific Coast Blackspotted and Rougheye Rockfish Complex",NA,"Unknown","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Groundfish","Groundfish","Pacific cod - Pacific Coast","Pacific cod - Pacific Coast","stock","Pacific cod","Pacific Coast","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Groundfish","Groundfish","Pacific hake - Pacific Coast","Pacific hake - Pacific Coast","stock","Pacific hake","Pacific Coast","No","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Groundfish","Groundfish","Starry flounder - Pacific Coast","Starry flounder - Pacific Coast","stock","Starry flounder","Pacific Coast","No","No","Unknown","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Groundfish","Groundfish","Yelloweye rockfish - Pacific Coast","Yelloweye rockfish - Pacific Coast","stock","Yelloweye rockfish","Pacific Coast","No","No - Rebuilding","No","Continue Rebuilding","Year 17 of 25-year plan",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - California Central Valley: Sacramento River Spring","Chinook salmon - California Central Valley: Sacramento River Spring","stock","Chinook salmon","California Central Valley: Sacramento River Spring","NA Exception 2","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - California Central Valley: Sacramento River Winter","Chinook salmon - California Central Valley: Sacramento River Winter","stock","Chinook salmon","California Central Valley: Sacramento River Winter","NA Exception 2","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Columbia River Basin: Lower River Hatchery Fall","Chinook salmon - Columbia River Basin: Lower River Hatchery Fall","stock","Chinook salmon","Columbia River Basin: Lower River Hatchery Fall","NA Exception 1","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Columbia River Basin: Lower River Hatchery Spring","Chinook salmon - Columbia River Basin: Lower River Hatchery Spring","stock","Chinook salmon","Columbia River Basin: Lower River Hatchery Spring","NA Exception 1","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall","Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall","stock","Chinook salmon","Columbia River Basin: Mid-River Bright Hatchery Fall","NA Exception 1","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Columbia River Basin: North Lewis River Fall","Chinook salmon - Columbia River Basin: North Lewis River Fall","stock","Chinook salmon","Columbia River Basin: North Lewis River Fall","NA Exception 2","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Columbia River Basin: Snake River Fall","Chinook salmon - Columbia River Basin: Snake River Fall","stock","Chinook salmon","Columbia River Basin: Snake River Fall","NA Exception 2","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Columbia River Basin: Snake River Spring/Summer","Chinook salmon - Columbia River Basin: Snake River Spring/Summer","stock","Chinook salmon","Columbia River Basin: Snake River Spring/Summer","NA Exception 2","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Columbia River Basin: Spring Creek Hatchery Fall","Chinook salmon - Columbia River Basin: Spring Creek Hatchery Fall","stock","Chinook salmon","Columbia River Basin: Spring Creek Hatchery Fall","NA Exception 1","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Columbia River Basin: Upper River Bright Fall","Chinook salmon - Columbia River Basin: Upper River Bright Fall","stock","Chinook salmon","Columbia River Basin: Upper River Bright Fall","No","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Columbia River Basin: Upper River Spring","Chinook salmon - Columbia River Basin: Upper River Spring","stock","Chinook salmon","Columbia River Basin: Upper River Spring","NA Exception 2","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Columbia River Basin: Upper River Summer","Chinook salmon - Columbia River Basin: Upper River Summer","stock","Chinook salmon","Columbia River Basin: Upper River Summer","No","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Columbia River Basin: Upper Willamette Spring","Chinook salmon - Columbia River Basin: Upper Willamette Spring","stock","Chinook salmon","Columbia River Basin: Upper Willamette Spring","NA Exception 2","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Northern California Coast: California Coastal","Chinook salmon - Northern California Coast: California Coastal","stock","Chinook salmon","Northern California Coast: California Coastal","NA Exception 2","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Northern California Coast: Smith River","Chinook salmon - Northern California Coast: Smith River","stock","Chinook salmon","Northern California Coast: Smith River","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Oregon Coast: Central and Northern Oregon","Chinook salmon - Oregon Coast: Central and Northern Oregon","stock","Chinook salmon","Oregon Coast: Central and Northern Oregon","No","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Oregon Coast: Southern Oregon","Chinook salmon - Oregon Coast: Southern Oregon","stock","Chinook salmon","Oregon Coast: Southern Oregon","Unknown","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Puget Sound: Cedar River Summer/Fall","Chinook salmon - Puget Sound: Cedar River Summer/Fall","stock","Chinook salmon","Puget Sound: Cedar River Summer/Fall","NA Exception 2","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Puget Sound: Eastern Strait of Juan de Fuca Summer/Fall","Chinook salmon - Puget Sound: Eastern Strait of Juan de Fuca Summer/Fall","stock","Chinook salmon","Puget Sound: Eastern Strait of Juan de Fuca Summer/Fall","NA Exception 2","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Puget Sound: Green River Summer/Fall","Chinook salmon - Puget Sound: Green River Summer/Fall","stock","Chinook salmon","Puget Sound: Green River Summer/Fall","NA Exception 2","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Puget Sound: Mid Hood Canal Summer/Fall","Chinook salmon - Puget Sound: Mid Hood Canal Summer/Fall","stock","Chinook salmon","Puget Sound: Mid Hood Canal Summer/Fall","NA Exception 2","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Puget Sound: Nisqually River Summer/Fall","Chinook salmon - Puget Sound: Nisqually River Summer/Fall","stock","Chinook salmon","Puget Sound: Nisqually River Summer/Fall","NA Exception 2","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Puget Sound: Nooksack Spring Early","Chinook salmon - Puget Sound: Nooksack Spring Early","stock","Chinook salmon","Puget Sound: Nooksack Spring Early","NA Exception 2","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Puget Sound: Puyallup Summer/Fall","Chinook salmon - Puget Sound: Puyallup Summer/Fall","stock","Chinook salmon","Puget Sound: Puyallup Summer/Fall","NA Exception 2","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Puget Sound: Skagit Spring","Chinook salmon - Puget Sound: Skagit Spring","stock","Chinook salmon","Puget Sound: Skagit Spring","NA Exception 2","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Puget Sound: Skagit Summer/Fall","Chinook salmon - Puget Sound: Skagit Summer/Fall","stock","Chinook salmon","Puget Sound: Skagit Summer/Fall","NA Exception 2","NA","NA","NA","NA",NA,NA
